post_id,display_name,comment_text
104961,"Joel Spolsky","@StevenV Absolutely. You have to be somewhat tactful and professional about it."
104951,"Joel Spolsky","@Pomario Yes. A story is either finished or it's not finished. There is no "I'm N hours into an M hour story"" or ""I'm X% done with a story."" You have either finished the story according to your definition of done"
105033,"Joel Spolsky","You should care where the estimate is coming from. A parametric model with valid and reasonable inputs, a random number generator, a first year computer science student, a software engineer with 5 years of experience with less than 6 months in the domain, and a software engineer turned project manager with 25 years of experience in the domain all have a different capacity to produce an effective estimate. This also goes back to a comment I made on a previous answer about the ethical/professional responsibility of a software engineer to represent, defend, and challenge estimates appropriately."
104961,"Joel Spolsky","@Dunk That statement refers to an individual software developer, where you must only approve documents and statements that you agree with, otherwise you are obligated to raise an objection in the appropriate channels. However, if you want to see a prime example of consensus-building in software estimation, just look at Planning Poker and Wideband Delphi. Typically, you don't have agree on a single absolutely definite number, but a range and a confidence interval. It's fairly easy to agree on that, in my experiences."
105196,"Joel Spolsky","I would recommend reading the answers to http://programmers.stackexchange.com/questions/96638, http://programmers.stackexchange.com/questions/72529, and http://programmers.stackexchange.com/questions/18371. The first one is probably most relevant, but all might shed some light on your situation."
105228,"Joel Spolsky","@Matthew Even in git, changing history at any point is, in my opinion, a terrible idea. The history is supposed to serve as an audit trail and should never be changed by anyone at any point ever for any reason."
105228,"Joel Spolsky","@Matthew Changing any commit message, even in a non-public commit, destroys the auditing capability. In a DCVS, I not only want to audit the main branches that everyone is pushing to, but I want to be able to audit each individual developer if the need arises. If a developer can change their own history, how can I audit them?"
105179,"Joel Spolsky","Along the lines of what @Saeed asked, what kinds of infrastructure does your team/organization already have in place for knowledge management and sharing? Also, what are your current processes for writing specs and docs?"
105033,"Joel Spolsky","You agree with me saying that your answer is wrong? Given the same inputs (such as workload, resources, difficulty, etc.), the who is just as important as the what and why. It comes down to a trust factor. I trust COCOMO (made and maintained by some leading minds in software cost estimation) more than an Excel macro (made by someone with limited experience and knowledge in cost estimation, much less the application domain). It's all about the big picture to establish how trustworthy is this estimate."
105033,"Joel Spolsky","How do you determine the accuracy if you don't know who estimated and what methods they used? I could give the same data to two people - one is a first year software engineering student taking currently taking his first computer science course and the other is a senior software engineer with 15 years experience and 5 in the domain. Both use the same estimation methods (don't forget - often, inputs are estimates as well). The student can say it will take 6 months with a 95% confidence. The senior engineer can say it will take 15 months with 80% confidence. I'd trust the senior engineer more."
105033,"Joel Spolsky","In fact, that's the basis for a lot of what happens during planning poker and Wideband Delphi - the insights of the most experienced, most trusted people are weighted by others more. It's key to consensus building to decide who is most likely to be accurate and working with that data, regardless of the individual's confidence in their estimates. Any argument by a more experienced competent person is more likely to be valid, and unless you also have sufficient experience, you can't judge validity of arguments."
105228,"Joel Spolsky","@Joeri That's nothing to be worried about. If you work in a place where that's an issue, that's a sign of cultural problems. I've checked in some pretty bad trial code (messy, poorly performing, etc) to my private repositories or branches just so there would be an audit trail and history record. It shows what I was trying to do - perhaps someone else could learn from my mistakes, or even improve upon them. In my opinion, when working on a team project, there is no private code - everything should always be visible to anyone who wants to see it."
105228,"Joel Spolsky","@David You should be disiplined enough to not let that happen. If you aren't, that should be a point to address on your continuous improvement and personal development strategy."
105281,"Joel Spolsky","Why is this not specified in the contract? All documentation created should add value (or at least perceived value), for you, for future developers, or for the customer. You (should) know what documentation adds value for yourself and future developers, so ask your customer exactly what documentation is needed to add value, put it in the project plan, and get it signed off on."
105033,"Joel Spolsky","That's beside the point. A young developer (or even an experienced developer working in a new domain) needs to trust and learn from those with experience in the domain (since those are most likely to be the best estimators), to the point where he can judge the validity of arguments and discuss potential problems or concerns with it."
104966,"Joel Spolsky","I read those papers last night. They go against over 40 years of evidence in project management and over 30 years of evidence in software project management. See http://www.iiasa.ac.at/Admin/PUB/Documents/RM-75-071.pdf and http://sunset.usc.edu/csse/research/COCOMOII/cocomo_main.html"
105228,"Joel Spolsky","@David No, I read it right. You need to take care to ensure the quality and accuracy of your commit log messages, just as much as your requirements specs, your design docs, your code, and your tests. Confusing is one thing (your name is attached - you can be found and questions can be asked), but wrong or missing information in a commit message is unacceptable."
105228,"Joel Spolsky","@David No, the wrong information shouldn't be added in the first place. If it is, you are doing something wrong and that something needs to be corrected. A commit log is very much a formal document where accuracy and completeness is required. It all comes back to maintaining the integrity, authenticity, and non-repudiation of the history trail. Allowing anyone to make changes destroys that, therefore no one should be allowed to make changes."
105228,"Joel Spolsky","@David It has to be entered correctly from the moment it is submitted. There should be no factual or content errors in a commit log. If there are, you are doing it wrong and need to analyze and correct the problem. It is, after all, a formal record."
105228,"Joel Spolsky","@David My position is that a (1) the commit log is a formal record that needs to be valid at all points in time for the purpose of auditing (including in non-public branches or repositories), (2) a disciplined engineer should care enough about the commit log that there are no factual errors that require changes, and (3) making any changes to history, including appends, is in fact changing history (which is a violation of point 1)."
105278,"Joel Spolsky","I think this is talked about in the Metrics book, but I loaned it (along with all of my process textbooks) to the process group temporarily."
105465,"Joel Spolsky","@Thomas If you click on the link to the Project Proposal template (as an example), it brings you to a webpage that has a list of sections that are part of the Project Proposal document and the questions that should addressed by each section of the document."
105501,"Joel Spolsky","@Graham It's not. See the discussion on the question there. There is a distinct difference between estimating projects (how the original question was interpreted) and time estimation for tasks by individual programmers (original intent of that question). Per comments, that question was rolled back to be about software project estimation and this question created to be about task time estimation."
105501,"Joel Spolsky","@Matthew I tried to clean up both questions to make them more unique. Thoughts?"
105506,"Joel Spolsky","@Bruce I don't understand the first critisism. What do you mean "where's the code""? Could you elaborate on it? I totally see the second one"
105506,"Joel Spolsky","@Bruce Ah. I see what you mean. The only problem with that argument is that Humphrey spent a lot of his time researching software quality, process improvement, and project management at the SEI and teaching at CMU, after working as a manager (directory and later VP) at IBM. A lot of influential people in the process side of software engineering (Boehm, Brooks, Basili, Royce, Parnas) weren't prolific software developers (at least publicly available software, since a number worked in the defense industry for various contractors or the DoD)."
16707,"Joel Spolsky","Time tracking is only useful if you use it properly. A good number of metrics are based on time spent doing certain activities. Otherwise, it's just a number that determines how much you get paid."
105943,"Joel Spolsky","I don't think it's about prioritizing stories, but rather the deeper requirements. The stories should be prioritized by the customer. However, the "so that"" can be used to elicit additional requirements (functional"
105950,"Joel Spolsky","@Spammer The article I linked to discusses that. Also, browsing through the Java API documentation answers that. The only thing that you should do is add the `@Deprecated` annotation or the `@deprecated` JavaDoc tag. That's it - nothing else, nothing more."
105962,"Joel Spolsky","What you described is called the Five Whys (http://en.wikipedia.org/wiki/5_Whys) and it's generally useful in (software) engineering fields, ranging from requirements engineering to quality control to process improvement. It's probably a good skill to develop."
105645,"Joel Spolsky","@Thorbjørn I don't know why, but I can imagine that being scrawled in the margins of a notebook of a scientist of engineer just before he leaves the office and reaches the tipping point, losing all sanity."
85609,"Joel Spolsky","@Blrfl NRE stands for both non-recurring engineering and non-recurring expenditures, depending on the context."
106022,"Joel Spolsky","@bjarkef Both are under active development still. In fact, Jenkins was last updated on 29 August 2011 and Hudson was last updated on 30 August 2011. The projects are just run and maintained by different people - Hudson is run by Oracle, while Jenkins is run by former Hudson developers."
106191,"Joel Spolsky","What specifically do you want to build and what problem(s) are you trying to solve? There are a lot of web development languages, tools, libraries, and frameworks out there, and different problems will have different optimal solutions."
106191,"Joel Spolsky","@BDotA There is no one-size-fits-all solution that's good for everything. Without specific requirements (functional and non-functional), it's not possible to say that language X and framework Y will be your answer for building something for every client."
106248,"Joel Spolsky","@Andrew I have over 2 years of experience in US DoD work, as a government employee and as a contractor. Agile methods are being adopted. One team I worked on was actively using Scrum, producing "just enough"" documentation ""just in time"". Yes"
106231,"Joel Spolsky","@DeadMG There are times when it's appropriate to use a Singleton. Often, it's related to interfacing with hardware when multiple instances breaks the concept of the system. Also, if your team/project was using a language that had both, it would matter. Overall, that is one of the most comprehensive list of software engineering questions with an emphasis on OO implementation techniques out there."
106257,"Joel Spolsky","@pillmuncher So few people have read it, it's kind of sad."
106414,"Joel Spolsky","@Vinoth If that's company policy, then there's nothing you can do other than either writing them or seeking to change the policy. If you are using modern development tools, then that policy is out of date. What drives this policy? JavaDoc comments are turned into web pages and modern IDEs let you view the JavaDoc comments as you are writing software, regardless of where the comment comes from (explicit or inherited)."
106437,"Joel Spolsky","What do you mean by "the reviewer is not part of the project"""
106427,"Joel Spolsky","@Joel That's a good point. You do need to keep refactoring limited in scope to make deadlines."
106007,"Joel Spolsky","How do you know if it's for you or for others? At work, you can get reassigned or you could quit. Anything that you produce at work (in most cases) isn't yours, but it belongs to the company or the customer. If they can't understand or maintain it, the time lost is the time you spent developing it plus the time it takes someone else to understand it (and perhaps develop a new solution). Everything produced at work should be treated as something for someone else."
106450,"Joel Spolsky","At work, I don't think you should treat anything as "for yourself"". They are tools to support a project"
106450,"Joel Spolsky","That, to me, is extremely unprofessional and unethical. One of the ethical responsibilities of a software engineer is to act in the best interests of the client and employer, as long as it does not risk the public. Another ethical responsibilty is to be fair and supportive of colleagues. Keeping your tools to yourself when they are for a project violates both of these principles."
106450,"Joel Spolsky","Neither am I. If someone else needs to rename 10000 files, and they don't know that such a utility exists because you didn't put it in a tools repository or share it with others (even if you didn't make it, but just found a tool online), they will probably either waste time doing it manually or duplicate your work. Either way, your (in)actions wasted time and money."
106414,"Joel Spolsky","@dsimcha Perhaps, but if it's repeated, that could be bad for the job. This isn't a one-or-two-off thing."
106450,"Joel Spolsky","I do like the edit (I missed it before my last post) more, but I think reuse trumps the ability to create. Reinventing the wheel is overhead, reusing saves time and money (plus, reduces defects - if it's been used, it's been tested, and you know it will work, as opposed to something new and untested). You only create a (or preferably extend an existing) tool if you absolutely need to, and then, you properly share your creation or extension with as many people as you can. Reinventing tools because you can is a waste of resources on a project and I would hope that's frowned upon in any workplace"
106007,"Joel Spolsky","And if someone else needs to do the same or similar task later (which is very likely, in my experiences)? They have to reinvent the wheel. It's one thing to have a throwaway prototype work for solving a problem or learning a library or framework. It's another to spend time developing a tool to do a task and then just discarding it. The types of tools that the question is referring to are for tasks that potentially have to be done multiple times, and if other people do those tasks, they waste time by not having a tool to assist them (or needing to develop such a tool)."
106474,"Joel Spolsky","Really the only thing that I've never heard referred to as an artifact is code, but I don't see why code can't be an artifact."
106477,"Joel Spolsky","TL;DR stands for "too long; didn't read"". It's either a response to a post saying ""way too long"
1761,"Joel Spolsky","@Job I can't speak to the exact circumstances of the development of VBA for Excel, but that sounds like advanced R&D or prototyping was involved. There's a difference between advanced R&D and production systems. You can never work in the dark, alone, and isolated from your team. I'm not opposed to introducing new technologies, but it's important that everyone knows what these new technologies are, their benefits, their drawbacks, and how they are being deployed in a project. Doing something solo and in the dark is generally a bad idea and puts a project at risk."
106477,"Joel Spolsky","Do you really have so many people changing so many documents? That just seems like a Bad Idea to me. Things like requirements and functional specifications shouldn't be open to change by just anyone at any moment in time, as those documents capture the needs of the customer/client/user and drive the schedule, budget, design, implementation, and test procedure of the project. Could you elaborate more on your current configuration and change control policies?"
106490,"Joel Spolsky","When it comes to changes, tracking dates/times/logs in a version control tool as well as the document might be helpful. However, nothing beats having discipline even under tight deadlines and external pressures. Mistakes happen, but the only thing you can do is try to prevent them at every step of the way through careful execution of a plan."
106490,"Joel Spolsky","@Konerak No, and if I implied that somewhere, please point it out. You can view the history of a document (including "commit log"" style notes) and view old versions. We typically use revision tracking and notes to handle diffs"
1761,"Joel Spolsky","@systempuntoout That may be true now. But will it be in 6 months? Or a year? Software development, even if you are currently alone, should never be considered a solo task - you need to think of the future developer or maintainer of your work."
106530,"Joel Spolsky","Your last sentence is kind of confusing with the "not"" in there - is this intentional? Also"
106539,"Joel Spolsky","And this just scratches the surface. I didn't even talk about iterative models such as Boehm's spiral model nor the specific implementations of iterative and incremental models such as RUP, XP, and so on. But I hope it illustrates the difference between sequential and iterative/incremental."
106539,"Joel Spolsky","There are lots of methodologies. It's not Waterfall, since you have multiple releases at the end of a cycle. And your methodology might not have a name, either - processes are typically models that are tailored and tweaked to the project and the team. Giving the models names makes it easier to talk about them in an academic sense. When it comes to application, very rarely should anyone be implementing a model at face value."
106551,"Joel Spolsky","It's entirely possible to ship software every two weeks, or at least have potentially shippable software every two weeks, even if you decide to not ship."
106568,"Joel Spolsky","I'm not 100% sure you will find what you are looking for. The act of performing unit testing doesn't necessarily save any developer time, as it takes time to write the tests and then fix defects found. However, what you will find is data relating to the cost savings of finding and fixing defects early and improved product quality (and customer satisfaction). Unit testing is just one step a series of processes designed to improve product quality. I think you should refocus your efforts - sell product quality, with unit testing as a single tool among many to begin to move toward that goal."
106569,"Joel Spolsky","@Robert Harvey You are correct - this data is from Boehm. However, I'm not sure which work of his it's in. It's not Software Engineering Economics - I looked. I loaned McConnell's Rapid Development to a process engineer at work recently, but this study and two similar ones are cited in that book - if someone has a copy handy, they could look it up and provide citations."
106579,"Joel Spolsky","For me, the weight is first on the thought process, second on the algorithm and logic, and lastly on language (with bonus points going to pseudocode - it shows you can think abstractly). I would hire a good problem solver who can learn and adapt to languages before a master of a particular language (even if that language was my organization's current language of choice)."
106579,"Joel Spolsky","@dietbuddha If you want them to write code, you should have them write code in a realistic setting. If you have a team standard tool set, give them that. If you let your developers choose their tools, have them let you know what tools they want/need in advance of the interview. Writing code on a white board is not realistic, especially under the pressure of an interview (to me, an interview is much more pressure than a looming deadline). It's really not a good measure of skill or ability. Even better - ask to see code samples and speak to previous employers/coworkers/teachers/classmates."
106579,"Joel Spolsky","@dietbuddha I fail to see the relevance. That's actually a pretty good question...assuming you aren't looking for them to produce code that compiles. I've done mostly Java development work for almost 6 years now, with bits of other languages. I don't think I could write that in Java on a whiteboard error free. If you actually want code, I still stand by the assertion that you should give them the same tools they would have on-the-job in order to get a realistic sense of how they would perform."
106579,"Joel Spolsky","@dietbuddha Those points apply regardless of how your ask the question, implementation language or pseudocode - all three of them. A single interview question also can't identify any bad habits a developer might have as it's fairly easy to hide your bad habits for a brief time. I see no compelling evidence to say anything other than the fact that the single most important skills for a software engineer are problem solving and communication, both of which are best addressed by either putting the developer in a real-world situation using the standard tools or by using pseudocode."
106579,"Joel Spolsky","@Jack V. Does it matter? If you have well-written tests, things like wrong precedence on operators should be caught as that changes the results of computation. Again, the ability to think, reason, and communicate is far more important in an environment when you have tools and frameworks in place to support your development processes."
106647,"Joel Spolsky","Just curious, what version of Java are you developing with? Java 7 introduces some new language features that won't be covered in early resources."
106647,"Joel Spolsky","It depends on what version your target environment is running. Not all users have upgraded their runtime environment to Java 7. Anything developed for Java 6 (or previous) will run on Java 7, but since our customers aren't running Java 7 yet, we can't build for it. I also haven't upgraded my home computers to Java 7 yet."
106597,"Joel Spolsky","I'm curious as to the vote-to-close. It seems constructive to me. Not having buy-in to a process is detrimental to the project, and this is specifically about how to maintain programmer buy-in to a specific portion of the process."
106650,"Joel Spolsky","@Let_Me_Be The 2nd edition of the K&R book was published in 1988. There is no newer English version of the book. That edition covers ANSI C from 1988."
106694,"Joel Spolsky","Your last two sentences are especially true. Everything that I planned to discuss was either problems that I faced implementing a feature/fixing a defect, writing tests, or discovered during profiling and not just an overall critique of the design as a whole. Do you recommend documenting this in the design document or a separate document?"
106699,"Joel Spolsky","I like that format quite well. I might have to borrow/steal it to try it, if you don't mind. Perhaps I'll even corporate-templatize it and pass it around my team, if it works well for me and there's no objections from you."
106693,"Joel Spolsky","@Robert That seems very much like an answer to me, although perhaps expanding on what you would consider appropriate means."
106701,"Joel Spolsky","They aren't necessarily things that can be fixed, but most are "gotchas"" that many people might overlook or areas that aren't entirely obvious how they are related. A time-sensitive approach is a good idea"
106704,"Joel Spolsky","All documentation and knowledge is kept in Word documents, Excel spreadsheets, Visio or Rational diagrams, and PowerPoint presentations that are versioned. I would either need to add to the design document or create a new document with a tool and version that in the document repository for the project."
106694,"Joel Spolsky","Just to clarify more. An example is that I had a defect A that I fixed. However, when fixing A, I encountered several issues that were undocumented. This is now documented in the code, but needs to be captured somewhere else as well. It's typically below the class level and within methods, so these relationships and potential problems wouldn't be captured on a class diagram or sequence diagram. They can't be fixed or addressed with a reasonable amount of effort, and they don't cause functional or performance problems. How should I best capture this information outside of the code?"
106694,"Joel Spolsky","The code hasn't been changed, though. The problems still exist and have been documented in the form of comments. Now, I want to document them outside the code - is a design document appropriate for this discussion/documentation? If not, what should such a document look like? THose are my questions."
106694,"Joel Spolsky","You don't say **where** to document it. Everything you said is good and valuable advice, but you never answer the question of where it should go. Should it go into a design document or should it go into some other document? What are the advantages/disadvantages of those options, in your opinion? You mention what to document and what to avoid, but I already have considered this. I need to know where to put it for best presentation."
106694,"Joel Spolsky","I just reread my question. It's incredibly clear, to me anyway. The design document has to be updated to account for new classes, new functionality that were just completed. However, there are other issues that need to be documented somewhere. My question is, and right from the question itself: "Should I identify"
106694,"Joel Spolsky",""No one reads documentation in the first place"" - I think that's a fatal error. I know that I always read all associated documentation. In fact"
106763,"Joel Spolsky","I believe that this is your assumption: http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.88.1151"
106863,"Joel Spolsky","Definitely that last sentence. I don't know why Jim, Bob, and Steve decided to design their app in this way, so I'm not even going to try to rationalize it. I can, though, make sure that a particular module or component is associated with requirement(s) and also rationalize decisions that I made."
106966,"Joel Spolsky","Also, I swear this question was asked already, but I can't find it and I didn't Star it as a favorite. Lots of questions about role definitions here, but I'm not seeing the PO/SM one that I'm pretty sure I read."
106966,"Joel Spolsky","@Anna That looks familiar, but it actually doesn't appear to be a duplicate. I guess this specific question might not have been asked before."
106966,"Joel Spolsky","@Anna That one is much closer, yes. If you think that is a duplicate, feel free to close this question. They seem close to me, but I'm not 100% sure if they are identical or exact duplicates."
107126,"Joel Spolsky","If the PO is not from the customer's organization (which is, from my understanding, frequently the case), then you'll still have to look at the contract if there's a dispute between the developing organization (including the PO) and the customer."
107134,"Joel Spolsky","That might be true. Every place I've ever worked, the "project level"" (the equivalent of POs and SMs) staff was devoted to a single project"
107186,"Joel Spolsky","What do you mean by "collect the points at the end""?""
107186,"Joel Spolsky","@S.Lott OK. I'm familiar with that activity, but I just didn't remember that phrasing. Is that what it's actually called?"
107235,"Joel Spolsky","Flow charts don't represent use cases at all. If you wanted to correlate a flow chart to a UML diagram, it would be more like a sequence diagram, communication diagram, or activity diagram. In fact, activity diagrams are meant to show workflows. What, in my opinion, makes UML activity diagrams better than a flowchart is that the symbols and terminology used is standardized, allowing for anyone (who knows it) to read it easily without having to look up the symbol meanings."
106971,"Joel Spolsky","@Pierre That link was posted in an answer. As I said in a response to that answer, all but 3 have counterarguments that I can come up with right here and now, and 3 is just so general that it applies to every job position ever."
106971,"Joel Spolsky","@Pierre If you can provide a good venue for me to address it, I can (and would love to). Unfortunately, adding it to my question would add unnecessary verbosity and noise and a comment is simply insufficient space."
107453,"Joel Spolsky","I don't think the statement "sometimes it is only possible using pointers"" is true. There are languages that don't expose pointers to the developer"
107453,"Joel Spolsky","@Jonathan Even so, if you can solve a problem in a language that doesn't expose pointers, then it's also possible to solve that problem in a language that does expose pointers without using pointers. That makes the first sentence true, but the second sentence false - there are (to the best of my knowledge) no problems that can't be solved without the use of pointers."
107633,"Joel Spolsky","You can't measure quality using a bug report, but you can measure quality, at least based on known issues. You can measure defects that affect each functional requirement and compute metrics based on the severity of the defect and priority of the requirement. You can measure complexity (which leads to an understanding of testability and maintainability). You can measure up-time, fault density, and compute MTTF. If you track the right information, you can produce a valid measure the overall quality of a system."
40508,"Joel Spolsky","What you are describing is often referred to as analysis paralysis (http://en.wikipedia.org/wiki/Analysis_paralysis) and is a known organizational anti-pattern."
107700,"Joel Spolsky","I believe the case of hardware is the example included in the GoF book. There are many times when having two pieces of hardware defies logic, and the Singleton enforces that on your application."
107802,"Joel Spolsky","The longest stand-up that I was involved with was 20 minutes, and that was because of an influx of people. We not only had the development team, but interns, co-ops, and one or two contractors. Not everyone always talked, but if a lot of people had relevant updates, it pushed the limits. At 20 minutes, attentions started to wander, so that became the cap, until the numbers decreased and we went back to 15 minute meetings. Typically, though, 15 minutes is a good time to shoot for."
107898,"Joel Spolsky","I have been Googling since before I asked this question and have yet to find any published papers or other reputable sources. Also, I fail to see how a metric related to SLOC can be poor. SLOC/time is a poor measure of productivity, but other SLOC-based metrics are usually considered valid, an example being defects/SLOC."
107921,"Joel Spolsky","That's probably a good starting point, but it should also be noted that you do need to tailor the process to your project, team, and organization so that it works for you. Just because other people have had luck with it doesn't mean it will work for you right out of the box."
107880,"Joel Spolsky","I'll have to read though some of those. Definitely something I'm interested in, but I am (at least right now), particularly interested in Halstead, so I'll be focusing there. I bookmarked the site so I can read it when I get some more time, but here's a +1 for the time being."
108049,"Joel Spolsky","I'm not entirely sure I agree with "version control is a tool not a concept"". Yes"
74707,"Joel Spolsky",""Secondly"
107898,"Joel Spolsky","That makes sense. Halstead's metrics are based on number of distinct and total operators and operands. It's common sense that a longer program will have more total operators/operands and will be more likely have more distinct operators/operands. The metrics of Volume and Difficulty could be obtained using SLOC instead of operators/operands. However, that doesn't address the validity, applications, and meaning (or lack of meaning) of the Effort, Time, and Bugs metrics. Even when computed with SLOC instead of operators/operands, do these metrics say anything meaningful about the system?"
107898,"Joel Spolsky","SLOC is easier to count, and probably more useful. Estimates of SLOC are used by several cost estimation techniques, tracked in the PSP and TSP, and can be used in other metrics such as defect density. That, to me, says counting SLOC might be better than counting operators/operands. Second, and unanswered so far, is the validity of the metrics of Effort, Time, and Bugs, regardless of what measurements are used to compute them. I agree that computing them with SLOC might be better, but even if I did, would they mean anything?"
107655,"Joel Spolsky","Thanks for that. I'll update the question and refocus my search effort son older papers."
108051,"Joel Spolsky","The thought of not learning about and using version control in university is not only foreign to me, but also down-right frightening."
108101,"Joel Spolsky","@jhocking Attendance is a reasonable measure, when used properly. If I took a lot of time off without explaining it, my supervisor would question it. It's not about how often you take off, but instead why you take time off and if you continue to meet deadlines when you are in."
108274,"Joel Spolsky","What docs are you referring to? What tools or languages are you using? For example, I know that the Java documentation clearly specifies the syntax and usage of that particular flavor of regular expression."
108274,"Joel Spolsky","@Rook I'm thinking along the same lines as FrustratedWithFormsDesigner. Somewhere, it's specified that a language uses PCRE or some other variant. I know it's in the Java docs, and I'm pretty sure it's in the MSDN docs for C#, and so on. I'm curious as to what tools or languages don't specify it somewhere. Besides, many are similar to each other - knowing one flavor makes it fairly straightforward to read and write another."
108274,"Joel Spolsky","@JW01 Can you reword or update your question, then? Your title question and closing question don't match. One is asking why tools/languages don't document the syntax they use, and in my experiences, they all do. The second is asking what syntax people expect. Exactly what do you want answered here?"
108086,"Joel Spolsky","Has he asked why he was rejected following each interview? Are there technical reasons? Is he applying to positions that he is potentially over-qualified (or coming off as over-qualified) for? Right now, I read this the same way as a "I wasn't hired for a job"
108086,"Joel Spolsky","@Paul Those are really questions that need to be asked. I know that every time I've ever gotten a rejection notice from a company, I've always emailed them back, thanking them for their time/consideration, and asking for reasons why I wasn't hired. It helped me improve for the next interview."
107775,"Joel Spolsky","The crucial problem is determining how you update size. It's not easy (in fact, nearly impossible, given the ninety-ninety rule), to quantify how many hours (or how many points) are left to develop a software component. The only thing you know is that your estimate was wrong, and when you finish, how much you were off by."
108476,"Joel Spolsky","I think the most relevant questions are http://programmers.stackexchange.com/questions/66949/do-you-use-project-management-on-your-personal-projects (project management for solo developers) and http://programmers.stackexchange.com/questions/27147/version-control-for-independent-developers (version control for solo developers)."
108548,"Joel Spolsky","Are you saying that you don't have version control now? Can you describe your current project infrastructure? What supporting tools and documents are you using or generating?"
108548,"Joel Spolsky","Very basic? That's an understatement."
108786,"Joel Spolsky","@DeadMG It's not "craptastic"" at all. You do need to tailor the questions to your specific environment"
108800,"Joel Spolsky","From an HRM standpoint, you aren't going to find any scientific studies (or even case study analyses) of particular interview questions. However, you might be able to find studies that focus on a particular interview technique and it's effectiveness for assessing certain qualities of a candidate."
108871,"Joel Spolsky","@ChaosPandion I'm not sure what you mean by that. A design pattern is a recurring solution to similar problems. Just about every language, every paradigm, and every application domain has patterns that emerge."
108871,"Joel Spolsky","@ChaosPandion Ah. I read your comment and left mine before I read Jon's answer, which I promptly +1'd after reading."
108883,"Joel Spolsky","CVS is definitely an old system that has been superseded by SVN (among others), but I don't think if I'd go so far as to say it will "rot your brain and teach you bad habits"". Using any version control is better than using none"
109058,"Joel Spolsky","@Falcon You can't blindly trust any tool - doing so will just cause more headaches. I think the Pragmatic Programmer's tip "care about your craft"" applies here. CodePro does contain a test editor to make it trivial to see what values are being passed in and what the expected result is"
109058,"Joel Spolsky","@Falcon Yeah, ideally some tests should be written first, but until you have an implementation and can do white-box testing, you don't necessarily see all of the different edge cases that you can see once you have an implementation. If you get a chance to play with CodePro's test generation features, could you post your thoughts somewhere and somehow get me a link? I'm interested to see how well it works and other people's experience with it."
109332,"Joel Spolsky","@KalleH.Väravas It doesn't matter where it is, but the fact that you wrote it to begin with. One could even make the argument that putting it in a development environment and not the production environment is even worse, as the two environments are no longer identical and it becomes just another variable to address during development and deployment."
109334,"Joel Spolsky","I think this is a good question, but I'm wondering if it will get more appropriate visibility on Project Management. These issues typically transcend software development and can be applied to any team in any project setting. Also, @S.Lott it does matter very much. However, there isn't a winner because both work (and work well) under certain conditions. Unfortunately, I'm on a really short break between tasks, so I don't have time to answer right now. I will be providing an answer as soon as I get more time."
109409,"Joel Spolsky","@MarkTrapp If we removed the definitions, could we reopen? Both the definitions in the post as well as the existing answer are wrong in terms of the formal definition of the phrase. There are duplicates on Stack Overflow, but none that I can find here and I think it's essential to, at the very least, not put more false information on the Internet."
109409,"Joel Spolsky","@MarkTrapp Then deletion should happen unless someone else can improve the question beyond my edit, since there isn't a question without confirming the definitions. Every definition here (question and answer) is wrong per McConnell's Rapid Development and (as I just checked) Sommerville's Software Engineering (8th Edition). Leaving it is spreading false information."
109409,"Joel Spolsky","@Mark Fantastic. Thanks. Working on my answer now."
109409,"Joel Spolsky","@Mark If you feel this is a bad question still, feel free to close (and make my answer a wiki as well, if that's necessary - I don't give a damn about the rep). I just feel better knowing that the correct information is on the Internet and people who read this question from Google won't see wrong. (Yes, I did another of my SOMEONE IS WRONG ON THE INTERNET!!! moments, but it's all good now.) Thanks a ton."
109523,"Joel Spolsky","Do you need to meet any particular standards, for example ISO or CMMI certification? If you do, convincing management becomes significantly easier. Aside from that...good luck. If you can't convince other developers even after showing them the benefits, I'm not sure how you can convince management."
109523,"Joel Spolsky","Well there goes that idea, since you can tie commit log messages into a meeting the goals of a few KPAs from CMMI (and I'm assuming various ISO standards as well, although I'm not as familiar with those as I am with CMMI), it would be easy to convince management that they will serve a goal with auditing and force developers to follow them. But without that, it's tough to implement process improvement without support from the developers and other hands-on people."
109523,"Joel Spolsky","Actually, @FrustratedWithFormsDesigner, that would work for any status meetings. I should start doing that for my weekly status reports/meetings. Although more recently, I've been working on non-code tasks, where the documents are in SharePoint instead of version control, and I'm not sure how to do that for SharePoint."
109589,"Joel Spolsky","The statement about the IEEE isn't true. Their Computer Society focuses on all aspects of software development, including (but not limited to) communication protocols, web development, and distributed applications. Other societies or groups do have different focuses, including hardware and radio communication."
109589,"Joel Spolsky","@ZJR I wasn't necessarily referring to standards, but rather the research and development efforts by members of the IEEE."
109910,"Joel Spolsky","How are you asking for requirements? Are you simply going to the customer/user and saying "can I have requirements?"" or are you using any of the various techniques to elicit"
109910,"Joel Spolsky","@Ryan I'm asking what techniques are you using now? You don't specify this. You say you are asking. What does that mean? Unless you describe exactly what you are doing now, the kinds of questions you are asking, and how you are going about trying to get the information you need, I can't tell you what the next steps should be."
109933,"Joel Spolsky","@John Isaacks It's one thing to have a dev server on the Internet. It's another to have it publically available on the Internet."
109945,"Joel Spolsky","That's the name for the functionality provided in C# (and perhaps other .NET languages?) that is similar to this, but it's not really the same thing."
109935,"Joel Spolsky","@HLGEM Very true, very true. In fact, I'm pretty sure I've given that advice on this site before."
